name,year,latitude,longitude,city,region,cuisine,price,star
Operakällaren,2019,59.329876,18.071363,Stockholm,Sweden,Classic cuisine,level-4,1
Mathias Dahlgren-Matbaren,2019,59.32935,18.07543,Stockholm,Sweden,Modern cuisine,level-2,1
Aloë,2019,59.2842,17.985748,Stockholm,Sweden,Creative,level-4,1
PM & Vänner,2019,56.87892,14.80387,Växjö,Sweden,Creative,level-3,1
Bloom in the Park,2019,55.59064,12.99794,Malmö,Sweden,Creative,level-2,1
SAV,2019,55.53376,13.00537,Malmö,Sweden,Creative,level-3,1
Golden Formosa,2019,25.118216,121.53623,Taipei,Taipei,Taiwanese,level-2,1
Danny's Steakhouse,2019,25.082657,121.552765,Taipei,Taipei,Steakhouse,level-2,1
L'Atelier de Joël Robuchon,2019,25.039188,121.56771,Taipei,Taipei,French contemporary,level-3,1
Kitcho,2019,25.04429,121.55076,Taipei,Taipei,Sushi,level-4,1
Tien Hsiang Lo,2019,25.062696,121.529976,Taipei,Taipei,Hang Zhou,level-2,1
Ya Ge,2019,25.06625,121.52533,Taipei,Taipei,Cantonese,level-2,1
Da-Wan,2019,25.043018,121.55019,Taipei,Taipei,Barbecue,level-3,1
Sushi Nomura,2019,25.03618,121.55465,Taipei,Taipei,Sushi,level-3,1
logy,2019,25.03561,121.55323,Taipei,Taipei,Asian contemporary,level-4,1
Ming Fu,2019,25.06171,121.52399,Taipei,Taipei,Taiwanese,level-3,1
Ken An Ho,2019,25.034622,121.55281,Taipei,Taipei,Japanese,level-4,1
Sushi Ryu,2019,25.055832,121.52724,Taipei,Taipei,Sushi,level-4,1
MUME,2019,25.036266,121.54809,Taipei,Taipei,European contemporary,level-3,1
Impromptu by Paul Lee,2019,25.05429,121.524254,Taipei,Taipei,Innovative,level-3,1
Longtail,2019,25.023922,121.54841,Taipei,Taipei,Innovative,level-2,1
Mountain and Sea House,2019,25.038046,121.531395,Taipei,Taipei,Taiwanese,level-2,1
Da San Yuan,2019,25.042248,121.512215,Taipei,Taipei,Cantonese,level-1,1
Tainan Tan Tsu Mien Seafood,2019,25.03799,121.4984,Taipei,Taipei,Seafood,level-2,1
Suan Thip,2019,13.926962,100.502144,Bangkok,Thailand,Thai,level-1,1
Upstairs at Mikkeller,2019,13.727946,100.58844,Bangkok,Thailand,Innovative,level-5,1
Chim by Siam Wisdom,2019,13.740706,100.56789,Bangkok,Thailand,Thai,level-3,1
R-Haan,2019,13.731805,100.57972,Bangkok,Thailand,Thai,level-4,1
Canvas,2019,13.728886,100.580826,Bangkok,Thailand,Innovative,level-4,1
Bo.lan,2019,13.726389,100.57799,Bangkok,Thailand,Thai,level-5,1
Sra Bua by Kiin Kiin,2019,13.754137,100.53451,Bangkok,Thailand,Thai Contemporary,level-3,1
Elements,2019,13.742978,100.54798,Bangkok,Thailand,French contemporary,level-4,1
Paste,2019,13.744594,100.540565,Bangkok,Thailand,Thai,level-3,1
Ginza Sushi ichi,2019,13.744069,100.54092,Bangkok,Thailand,Sushi,level-4,1
Sorn,2019,13.723242,100.56848,Bangkok,Thailand,Southern Thai,level-5,1
Savelberg,2019,13.738216,100.54642,Bangkok,Thailand,French contemporary,level-3,1
Saneh Jaan,2019,13.735739,100.54605,Bangkok,Thailand,Thai,level-2,1
Gaa,2019,13.737806,100.54275,Bangkok,Thailand,Innovative,level-4,1
Methavalai Sorndaeng,2019,13.756321,100.502045,Bangkok,Thailand,Thai,level-2,1
Jay Fai,2019,13.752614,100.50466,Bangkok,Thailand,Street Food,level-2,1
Nahm,2019,13.724357,100.53926,Bangkok,Thailand,Thai,level-3,1
J'AIME by Jean-Michel Lorain,2019,13.718885,100.546326,Bangkok,Thailand,French contemporary,level-3,1
Saawaan,2019,13.721809,100.53741,Bangkok,Thailand,Thai Contemporary,level-4,1
Le Du,2019,13.725005,100.52939,Bangkok,Thailand,Thai,level-4,1
Ruean Panya,2019,13.558403,100.28264,Bangkok,Thailand,Thai,level-2,1
PRU,2019,8.034298,98.2764,Phuket,Thailand,Innovative,level-5,1
Blue Duck Tavern,2019,38.905373,-77.05128,"Washington, D.C.",Washington DC,American,level-3,1
Tail Up Goat,2019,38.9235,-77.043274,"Washington, D.C.",Washington DC,Contemporary,level-2,1
Komi,2019,38.910107,-77.03836,"Washington, D.C.",Washington DC,Mediterranean,level-4,1
Sushi Taro,2019,38.909992,-77.03834,"Washington, D.C.",Washington DC,Japanese,level-4,1
Plume,2019,38.906,-77.03671,"Washington, D.C.",Washington DC,European,level-4,1
Siren by RW,2019,38.907776,-77.035446,"Washington, D.C.",Washington DC,Seafood,level-3,1
Bresca,2019,38.91584,-77.0321,"Washington, D.C.",Washington DC,Contemporary,level-2,1
The Dabney,2019,38.906292,-77.024666,"Washington, D.C.",Washington DC,American,level-2,1
Métier,2019,38.903503,-77.0218,"Washington, D.C.",Washington DC,Contemporary,level-4,1
Kinship,2019,38.903282,-77.0218,"Washington, D.C.",Washington DC,Contemporary,level-3,1
Fiola,2019,38.89416,-77.02032,"Washington, D.C.",Washington DC,Italian,level-4,1
Masseria,2019,38.909504,-76.99908,"Washington, D.C.",Washington DC,Italian,level-3,1
Rose's Luxury,2019,38.88064,-76.99515,"Washington, D.C.",Washington DC,Contemporary,level-2,1
Loch Bay,2019,57.51487,-6.57114,Waternish,United Kingdom,Modern cuisine,level-6,1
Braidwoods,2019,55.69474,-4.7425,Dalry,United Kingdom,Classic cuisine,level-6,1
Eipic,2019,54.595898,-5.9322424,Belfast,United Kingdom,Modern cuisine,level-6,1
OX,2019,54.59891,-5.92198,Belfast,United Kingdom,Modern British,level-6,1
The Peat Inn,2019,56.27861,-2.8845797,Peat Inn,United Kingdom,Classic cuisine,level-6,1
Kitchin,2019,55.976967,-3.172842,Leith,United Kingdom,Modern cuisine,level-6,1
Martin Wishart,2019,55.97552,-3.17019,Leith,United Kingdom,Modern cuisine,level-6,1
Number One,2019,55.95298,-3.18966,Edinburgh,United Kingdom,Modern cuisine,level-6,1
21212,2019,55.95674,-3.18018,Edinburgh,United Kingdom,Creative,level-6,1
The Cellar,2019,56.222126,-2.696321,Anstruther,United Kingdom,Modern cuisine,level-6,1
Forest Side,2019,54.46396,-3.0157998,Grasmere,United Kingdom,Modern British,level-6,1
HRiSHi,2019,54.35013,-2.91172,Bowness-on-Windermere,United Kingdom,Modern cuisine,level-6,1
Rogan & Co,2019,54.20074,-2.95464,Cartmel,United Kingdom,Creative British,level-6,1
House of Tides,2019,54.96758,-1.61127,Newcastle upon Tyne,United Kingdom,Modern cuisine,level-6,1
Sosban & The Old Butchers,2019,53.225925,-4.163006,Menai Bridge/Porthaethwy,United Kingdom,Modern cuisine,level-6,1
Northcote,2019,53.80933,-2.4476,Langho,United Kingdom,Modern British,level-6,1
Yorke Arms,2019,54.13435,-1.8183095,Pateley Bridge,United Kingdom,Modern cuisine,level-6,1
Fraiche,2019,53.38183,-3.04307,Birkenhead,United Kingdom,Creative,level-6,1
White Swan,2019,53.83916,-2.25097,Fence,United Kingdom,Modern British,level-6,1
Tyddyn Llan,2019,52.92405,-3.44329,Llandrillo,United Kingdom,Classic cuisine,level-6,1
Ynyshir,2019,52.54476,-3.94491,Machynlleth,United Kingdom,Creative,level-6,1
Black Swan,2019,54.21205,-1.1879199,Oldstead,United Kingdom,Modern British,level-6,1
Simon Radley at Chester Grosvenor,2019,53.19064,-2.88913,Chester,United Kingdom,Modern cuisine,level-6,1
Star Inn at Harome,2019,54.23101,-1.01023,Harome,United Kingdom,Modern British,level-6,1
The Man Behind The Curtain,2019,53.798286,-1.539937,Leeds,United Kingdom,Creative,level-6,1
The Checkers,2019,52.55568,-3.13769,Montgomery/Trefaldwyn,United Kingdom,French,level-6,1
Pipe and Glass,2019,53.8955,-0.53301,South Dalton,United Kingdom,Modern British,level-6,1
Fischer's at Baslow Hall,2019,53.25055,-1.6269798,Baslow,United Kingdom,Modern cuisine,level-6,1
Winteringham Fields,2019,53.68778,-0.59013,Winteringham,United Kingdom,Modern cuisine,level-6,1
Thomas Carr @ The Olive Room,2019,51.209476,-4.118807,Ilfracombe,United Kingdom,Seafood,level-6,1
Walnut Tree,2019,51.84534,-2.95438,Llanddewi Skirrid,United Kingdom,Modern British,level-6,1
Paul Ainsworth at No.6,2019,50.541534,-4.9398518,Padstow,United Kingdom,Modern cuisine,level-6,1
Simpsons,2019,52.46925,-1.9238801,Birmingham,United Kingdom,Modern cuisine,level-6,1
Purnell's,2019,52.48268,-1.9018,Birmingham,United Kingdom,Modern cuisine,level-6,1
Adam's,2019,52.47964,-1.900286,Birmingham,United Kingdom,Modern cuisine,level-6,1
Outlaw's Fish Kitchen,2019,50.59206,-4.832,Port Isaac,United Kingdom,Seafood,level-6,1
Carters of Moseley,2019,52.44588,-1.88384,Birmingham,United Kingdom,Modern British,level-6,1
Peel's,2019,52.4259,-1.70536,Hampton in Arden,United Kingdom,Creative British,level-6,1
John's House,2019,52.73295,-1.145851,Mountsorrel,United Kingdom,Modern cuisine,level-6,1
The Whitebrook,2019,51.759697,-2.686909,Whitebrook,United Kingdom,Modern British,level-6,1
James Sommerin,2019,51.434387,-3.167951,Penarth,United Kingdom,Modern cuisine,level-6,1
Driftwood,2019,50.1889,-4.97088,Portscatho,United Kingdom,Modern cuisine,level-6,1
The Cross at Kenilworth,2019,52.350315,-1.5801147,Kenilworth,United Kingdom,Classic cuisine,level-6,1
Masons Arms,2019,50.99547,-3.67163,Knowstone,United Kingdom,Classic French,level-6,1
Salt,2019,52.18963,-1.7092043,Stratford-upon-Avon,United Kingdom,Modern British,level-6,1
Le Champignon Sauvage,2019,51.89146,-2.07912,Cheltenham,United Kingdom,Modern cuisine,level-6,1
Gidleigh Park,2019,50.67658,-3.87354,Chagford,United Kingdom,Modern cuisine,level-6,1
Hambleton Hall,2019,52.65737,-0.66812,Upper Hambleton,United Kingdom,Classic cuisine,level-6,1
wilks,2019,51.46737,-2.6069899,Bristol,United Kingdom,Modern British,level-6,1
Bulrush,2019,51.46278,-2.597758,Bristol,United Kingdom,Modern British,level-6,1
Casamia,2019,51.447254,-2.5940728,Bristol,United Kingdom,Creative,level-6,1
Paco Tapas,2019,51.44647,-2.59358,Bristol,United Kingdom,Spanish,level-6,1
Pony & Trap,2019,51.34938,-2.5925994,Chew Magna,United Kingdom,Modern British,level-6,1
The Dining Room,2019,51.58376,-2.14954,Malmesbury,United Kingdom,Asian influences,level-6,1
Bybrook,2019,51.49382,-2.23212,Castle Combe,United Kingdom,Modern British,level-6,1
Restaurant Hywel Jones by Lucknam Park,2019,51.45502,-2.25941,Colerne,United Kingdom,Modern British,level-6,1
Olive Tree,2019,51.38707,-2.3627,Bath,United Kingdom,Modern cuisine,level-6,1
Lympstone Manor,2019,50.64069,-3.4186063,Lympstone,United Kingdom,Modern cuisine,level-6,1
The Neptune,2019,52.9511,0.50927,Hunstanton,United Kingdom,Modern cuisine,level-6,1
Elephant,2019,50.45853,-3.52438,Torquay,United Kingdom,Modern British,level-6,1
Oxford Kitchen,2019,51.776733,-1.264794,Oxford,United Kingdom,Modern British,level-6,1
Nut Tree,2019,51.83618,-1.1499,Murcott,United Kingdom,Traditional British,level-6,1
Morston Hall,2019,52.95473,0.98729,Morston,United Kingdom,Modern British,level-6,1
Red Lion Freehouse,2019,51.2736,-1.8007996,East Chisenbury,United Kingdom,Classic cuisine,level-6,1
Blackbird,2019,51.420887,-1.3493549,Newbury,United Kingdom,Classic cuisine,level-6,1
Woodspeen,2019,51.415802,-1.353532,Newbury,United Kingdom,Modern cuisine,level-6,1
The Coach,2019,51.571712,-0.7772678,Marlow,United Kingdom,Modern British,level-6,1
Crown,2019,51.524807,-0.7915291,Burchett's Green,United Kingdom,Regional cuisine,level-6,1
L'Ortolan,2019,51.40833,-0.9542898,Shinfield,United Kingdom,French,level-6,1
Hinds Head,2019,51.51265,-0.69641,Bray,United Kingdom,Traditional British,level-6,1
Black Rat,2019,51.05796,-1.3069497,Winchester,United Kingdom,Modern cuisine,level-6,1
Matt Worswick at The Latymer,2019,51.35764,-0.7086128,Bagshot,United Kingdom,Modern cuisine,level-6,1
Coworth Park,2019,51.40463,-0.616715,Ascot,United Kingdom,Modern cuisine,level-6,1
Tudor Room,2019,51.41759,-0.545847,Egham,United Kingdom,Modern cuisine,level-6,1
The Glasshouse,2019,51.4771,-0.28574,Kew,United Kingdom,Modern cuisine,level-6,1
La Trompette,2019,51.49222,-0.25619,Chiswick,United Kingdom,Modern British,level-6,1
Tim Allen's Flitch of Bacon,2019,51.86747,0.404134,Little Dunmow,United Kingdom,Modern British,level-6,1
River Café,2019,51.48395,-0.22423,Hammersmith,United Kingdom,Italian,level-6,1
Kitchen W8,2019,51.49918,-0.19692,Kensington,United Kingdom,Modern cuisine,level-6,1
Trishna,2019,51.51834,-0.153031,Marylebone,United Kingdom,Indian,level-6,1
Roganic,2019,51.518314,-0.1520875,Marylebone,United Kingdom,Creative British,level-6,1
Locanda Locatelli,2019,51.51514,-0.15675,Marylebone,United Kingdom,Italian,level-6,1
Texture,2019,51.51488,-0.15664,Marylebone,United Kingdom,Creative,level-6,1
Portland,2019,51.519726,-0.142555,Regent's Park,United Kingdom,Modern cuisine,level-6,1
Harwood Arms,2019,51.48291,-0.19651,Fulham,United Kingdom,Modern British,level-6,1
Pied à Terre,2019,51.519,-0.13511,Bloomsbury,United Kingdom,Creative,level-6,1
The Ninth,2019,51.51875,-0.1350068,Bloomsbury,United Kingdom,Mediterranean cuisine,level-6,1
Kai,2019,51.50871,-0.15162,Mayfair,United Kingdom,Chinese,level-6,1
Pollen Street Social,2019,51.5133,-0.14234,Mayfair,United Kingdom,Creative,level-6,1
Hakkasan Mayfair,2019,51.51037,-0.14475,Mayfair,United Kingdom,Chinese,level-6,1
The Square,2019,51.51069,-0.14401,Mayfair,United Kingdom,Creative French,level-6,1
Alyn Williams at The Westbury,2019,51.51118,-0.14303,Mayfair,United Kingdom,Modern cuisine,level-6,1
Benares,2019,51.50973,-0.14494,Mayfair,United Kingdom,Indian,level-6,1
Hakkasan Hanway Place,2019,51.5171,-0.13144,Bloomsbury,United Kingdom,Chinese,level-6,1
Social Eating House,2019,51.51383,-0.13673,Soho,United Kingdom,Modern cuisine,level-6,1
Galvin at Windows,2019,51.50539,-0.15039,Mayfair,United Kingdom,Modern cuisine,level-6,1
Murano,2019,51.50707,-0.14722,Mayfair,United Kingdom,Italian,level-6,1
Marcus,2019,51.50171,-0.15614,Belgravia,United Kingdom,Modern cuisine,level-6,1
Sabor,2019,51.511368,-0.1396773,Mayfair,United Kingdom,Spanish,level-6,1
Clock House,2019,51.30044,-0.49287,Ripley,United Kingdom,Modern cuisine,level-6,1
Yauatcha Soho,2019,51.51367,-0.1352,Soho,United Kingdom,Chinese,level-6,1
Céleste,2019,51.502422,-0.1522617,Belgravia,United Kingdom,Creative French,level-6,1
Gymkhana,2019,51.50854,-0.14154,Mayfair,United Kingdom,Indian,level-6,1
Amaya,2019,51.49912,-0.15731,Belgravia,United Kingdom,Indian,level-6,1
Pétrus,2019,51.49951,-0.15662,Belgravia,United Kingdom,French,level-6,1
Veeraswamy,2019,51.51008,-0.13809,Mayfair,United Kingdom,Indian,level-6,1
Barrafina,2019,51.51375,-0.1318,Soho,United Kingdom,Spanish,level-6,1
Hide,2019,51.506077,-0.144289,Mayfair,United Kingdom,Modern British,level-6,1
Ritz Restaurant,2019,51.50728,-0.14141,Westminster,United Kingdom,Modern British,level-6,1
Elystan Street,2019,51.49124,-0.16724,Chelsea,United Kingdom,Modern British,level-6,1
Seven Park Place,2019,51.50623,-0.13998,Saint James's,United Kingdom,Modern cuisine,level-6,1
Ikoyi,2019,51.509212,-0.1334389,Saint James's,United Kingdom,Creative,level-6,1
Aquavit,2019,51.508713,-0.1334072,Saint James's,United Kingdom,Scandinavian,level-6,1
Five Fields,2019,51.49168,-0.16124,Chelsea,United Kingdom,Modern cuisine,level-6,1
Dining Room at The Goring,2019,51.49763,-0.14556,Victoria,United Kingdom,Traditional British,level-6,1
St John,2019,51.52064,-0.10133,Clerkenwell,United Kingdom,Traditional British,level-6,1
Quilon,2019,51.49863,-0.13726,Victoria,United Kingdom,Indian,level-6,1
Club Gascon,2019,51.51857,-0.10031,London,United Kingdom,French,level-6,1
A. Wong,2019,51.49318,-0.14128,Victoria,United Kingdom,Chinese,level-6,1
The Clove Club,2019,51.52711,-0.07927,Shoreditch,United Kingdom,Modern cuisine,level-6,1
Leroy,2019,51.524086,-0.0815337,Shoreditch,United Kingdom,Modern British,level-6,1
Angler,2019,51.51894,-0.08625,Finsbury,United Kingdom,Seafood,level-6,1
Brat,2019,51.52427,-0.0767681,Shoreditch,United Kingdom,Traditional British,level-6,1
Lyle's,2019,51.52378,-0.07704,Shoreditch,United Kingdom,Modern British,level-6,1
Galvin La Chapelle,2019,51.52032,-0.0781,Spitalfields,United Kingdom,French,level-6,1
City Social,2019,51.51521,-0.08431,City of London,United Kingdom,Modern cuisine,level-6,1
La Dame de Pic,2019,51.510372,-0.0788981,City of London,United Kingdom,Modern French,level-6,1
Story,2019,51.50268,-0.07774,Bermondsey,United Kingdom,Modern cuisine,level-6,1
Trinity,2019,51.46336,-0.14148,Clapham Common,United Kingdom,Modern cuisine,level-6,1
Chez Bruce,2019,51.44607,-0.16553,Wandsworth,United Kingdom,French,level-6,1
Sorrel,2019,51.228825,-0.3346741,Dorking,United Kingdom,Modern British,level-6,1
Restaurant Tristan,2019,51.062347,-0.326034,Horsham,United Kingdom,Modern British,level-6,1
Gravetye Manor,2019,51.08932,-0.05691,Gravetye,United Kingdom,Modern British,level-6,1
The Sportsman,2019,51.34392,0.95885,Seasalter,United Kingdom,Modern British,level-6,1
West House,2019,51.11521,0.64215,Biddenden,United Kingdom,Modern British,level-6,1
Fordwich Arms,2019,51.295284,1.1261871,Fordwich,United Kingdom,Modern cuisine,level-6,1
Samphire,2019,49.18488,-2.1057,Saint Helier/Saint-Hélier,United Kingdom,Modern cuisine,level-6,1
Bohemia,2019,49.181225,-2.102417,Saint Helier/Saint-Hélier,United Kingdom,Modern cuisine,level-6,1
SENNS.Restaurant,2019,47.83636,13.06389,Salzburg,Austria,Creative,level-5,2
Ikarus,2019,47.79536,13.00695,Salzburg,Austria,Creative,level-5,2
Mraz & Sohn,2019,48.23129,16.37637,Wien,Austria,Creative,level-5,2
Konstantin Filippou,2019,48.21056,16.37996,Wien,Austria,Modern cuisine,level-5,2
Silvio Nickol Gourmet Restaurant,2019,48.20558,16.37693,Wien,Austria,Modern cuisine,level-5,2
Steirereck im Stadtpark,2019,48.20229,16.3805,Wien,Austria,Creative,level-5,2
Baumé,2019,37.4285,-122.14272,South San Francisco,California,Contemporary,level-4,2
Commis,2019,37.82476,-122.25505,San Francisco,California,Contemporary,level-4,2
Californios,2019,37.75555,-122.417145,San Francisco,California,Mexican,level-4,2
Lazy Bear,2019,37.760204,-122.41969,San Francisco,California,Contemporary,level-4,2
Saison,2019,37.76327,-122.41543,San Francisco,California,Californian,level-4,2
Campton Place,2019,37.78923,-122.40665,San Francisco,California,Indian,level-4,2
Coi,2019,37.79812,-122.40331,San Francisco,California,Contemporary,level-4,2
Acquerello,2019,37.79167,-122.42131,San Francisco,California,Italian,level-4,2
Urasawa,2019,34.067352,-118.40067,Los Angeles,California,Japanese,level-4,2
Sushi Ginza Onodera,2019,34.08238,-118.37654,Los Angeles,California,Japanese,level-4,2
Somni,2019,34.070095,-118.37649,Los Angeles,California,Contemporary,level-4,2
Providence,2019,34.083523,-118.33019,Los Angeles,California,Seafood,level-4,2
n/naka,2019,34.02526,-118.41206,Los Angeles,California,Contemporary,level-4,2
Vespertine,2019,34.024204,-118.38166,Los Angeles,California,Contemporary,level-4,2
Smyth,2019,41.885,-87.660736,Chicago,Chicago,Contemporary,level-4,2
Oriole,2019,41.886196,-87.64513,Chicago,Chicago,Contemporary,level-4,2
Acadia,2019,41.85904,-87.62562,Chicago,Chicago,Contemporary,level-4,2
KOKS,2019,62.13667,-7.022025,Leynar,Denmark,Creative,level-4,2
Henne Kirkeby Kro,2019,55.72682,8.242021,Henne,Denmark,Classic cuisine,level-3,2
a‚o‚c,2019,55.68305,12.58921,København,Denmark,Modern cuisine,level-4,2
noma,2019,55.68332,12.61006,København,Denmark,Creative,level-4,2
Kadeau Copenhagen,2019,55.67219,12.58848,København,Denmark,Modern cuisine,level-4,2
Spondi,2019,37.96525,23.742971,Athína,Greece,French,level-5,2
Sun Tung Lok,2019,22.30099,114.17221,Hong Kong,Hong Kong,Cantonese,level-2,2
Yan Toh Heen,2019,22.293337,114.17395,Hong Kong,Hong Kong,Cantonese,level-3,2
Tin Lung Heen,2019,22.30357,114.16007,Hong Kong,Hong Kong,Cantonese,level-3,2
Tenku RyuGin,2019,22.30331,114.16021,Hong Kong,Hong Kong,Japanese,level-5,2
Forum,2019,22.281616,114.1824,Hong Kong,Hong Kong,Cantonese,level-2,2
Sushi Saito,2019,22.286467,114.15677,Hong Kong,Hong Kong,Sushi,level-5,2
Pierre,2019,22.282127,114.15948,Hong Kong,Hong Kong,French contemporary,level-4,2
Ying Jee Club,2019,22.284338,114.156654,Hong Kong,Hong Kong,Cantonese,level-2,2
Écriture,2019,22.28315,114.1554,Hong Kong,Hong Kong,French contemporary,level-3,2
Ta Vie,2019,22.282766,114.15529,Hong Kong,Hong Kong,Innovative,level-5,2
Amber,2019,22.280596,114.15764,Hong Kong,Hong Kong,French contemporary,level-4,2
Kashiwaya,2019,22.280643,114.15674,Hong Kong,Hong Kong,Japanese,level-4,2
Onyx,2019,47.49712,19.05067,Budapest,Hungary,Modern cuisine,level-5,2
Feng Wei Ju,2019,22.18996,113.54794,Macau,Macau,Hunanese and Sichuan,level-1,2
Golden Flower,2019,22.18753,113.54806,Macau,Macau,Chinese,level-2,2
Mizumi (Macau),2019,22.188755,113.54488,Macau,Macau,Japanese,level-2,2
The Tasting Room,2019,22.14958,113.56505,Macau,Macau,French contemporary,level-3,2
Alain Ducasse at Morpheus,2019,22.14293,113.563774,Macau,Macau,French contemporary,level-5,2
L'Atelier de Joël Robuchon,2019,40.742905,-74.00769,New York,New York City,French,level-4,2
Jungsik,2019,40.718685,-74.00911,New York,New York City,Korean,level-4,2
Atera,2019,40.716797,-74.00565,New York,New York City,Contemporary,level-4,2
Jean-Georges,2019,40.76907,-73.98155,New York,New York City,Contemporary,level-4,2
Marea,2019,40.76749,-73.98114,New York,New York City,Seafood,level-4,2
Gabriel Kreuther,2019,40.75397,-73.982025,New York,New York City,Contemporary,level-4,2
Ichimura at Uchū,2019,40.721832,-73.99012,New York,New York City,Japanese,level-4,2
Sushi Ginza Onodera,2019,40.752396,-73.981575,New York,New York City,Japanese,level-4,2
Ko,2019,40.72909,-73.98448,New York,New York City,Contemporary,level-4,2
The Modern,2019,40.76106,-73.97628,New York,New York City,Contemporary,level-4,2
Aquavit,2019,40.76078,-73.97214,New York,New York City,Scandinavian,level-4,2
Daniel,2019,40.7666,-73.96745,New York,New York City,French,level-4,2
Aska,2019,40.71222,-73.96642,New York,New York City,Scandinavian,level-4,2
Blanca,2019,40.70492,-73.93354,New York,New York City,Contemporary,level-4,2
Patrick Guilbaud,2019,53.33893,-6.25283,City Centre,Ireland,Modern French,level-6,2
Oro,2019,-22.98601,-43.22471,Rio de Janeiro - 22441,Rio de Janeiro,creative,level-5,2
Tuju,2019,-23.55653,-46.69083,São Paulo - 05416,Sao Paulo,creative,level-5,2
D.O.M.,2019,-23.56618,-46.66742,São Paulo - 01411,Sao Paulo,creative,level-5,2
Kojima,2019,37.52559,127.04193,Seoul,South Korea,Sushi,level-5,2
Jungsik,2019,37.525585,127.04107,Seoul,South Korea,Korean contemporary,level-3,2
Kwonsooksoo,2019,37.526752,127.03571,Seoul,South Korea,Korean,level-3,2
Mingles,2019,37.52219,127.0392,Seoul,South Korea,Korean contemporary,level-3,2
Alla Prima,2019,37.51844,127.03008,Seoul,South Korea,Innovative,level-3,2
Waku Ghin,2018,1.283175,103.8598,Singapore,Singapore,Japanese contemporary,level-5,2
Odette,2018,1.2896459,103.8516,Singapore,Singapore,French contemporary,level-4,2
Shoukouwa,2018,1.2863698,103.854,Singapore,Singapore,Sushi,level-5,2
Shisen Hanten,2018,1.302395,103.8365,Singapore,Singapore,Chinese,level-1,2
Les Amis,2018,1.3066648,103.8314,Singapore,Singapore,French,level-3,2
Fäviken Magasinet,2019,63.43626,13.29337,Järpen,Sweden,Creative,level-4,2
Gastrologik,2019,59.33365,18.0807,Stockholm,Sweden,Creative,level-4,2
Oaxen Krog,2019,59.322342,18.101831,Stockholm,Sweden,Creative,level-4,2
Vollmers,2019,55.604427,12.995848,Malmö,Sweden,Creative,level-4,2
Daniel Berlin,2019,55.61246,13.99265,Skåne-Tranås,Sweden,Creative,level-4,2
RAW,2019,25.082666,121.559525,Taipei,Taipei,Innovative,level-3,2
Shoun RyuGin,2019,25.08258,121.5595,Taipei,Taipei,Japanese contemporary,level-4,2
Taïrroir,2019,25.082718,121.559296,Taipei,Taipei,Innovative,level-3,2
Sushi Amamoto,2019,25.037945,121.55487,Taipei,Taipei,Sushi,level-4,2
The Guest House,2019,25.04486,121.52198,Taipei,Taipei,Sichuan-Huai Yang,level-2,2
Gaggan,2019,13.737679,100.542145,Bangkok,Thailand,Innovative,level-5,2
Sühring,2019,13.710947,100.545654,Bangkok,Thailand,European contemporary,level-4,2
Mezzaluna,2019,13.722148,100.51691,Bangkok,Thailand,Innovative,level-5,2
Le Normandie,2019,13.723197,100.513855,Bangkok,Thailand,French contemporary,level-4,2
minibar,2019,38.896294,-77.02386,"Washington, D.C.",Washington DC,Contemporary,level-4,2
Pineapple and Pearls,2019,38.880707,-76.99514,"Washington, D.C.",Washington DC,Contemporary,level-4,2
Andrew Fairlie at Gleneagles,2019,56.28339,-3.75149,Auchterarder,United Kingdom,Creative French,level-6,2
L'Enclume,2019,54.201885,-2.953807,Cartmel,United Kingdom,Creative,level-6,2
Raby Hunt,2019,54.56647,-1.689258,Summerhouse,United Kingdom,Modern British,level-6,2
Moor Hall,2019,53.54162,-2.8895495,Aughton,United Kingdom,Modern British,level-6,2
Restaurant Sat Bains,2019,52.92438,-1.1733198,Nottingham,United Kingdom,Creative,level-6,2
Restaurant Nathan Outlaw,2019,50.594086,-4.82854,Port Isaac,United Kingdom,Seafood,level-6,2
Belmond Le Manoir aux Quat' Saisons,2019,51.71674,-1.09187,Great Milton,United Kingdom,French,level-6,2
Midsummer House,2019,52.21243,0.12779,Cambridge,United Kingdom,Modern cuisine,level-6,2
Hand and Flowers,2019,51.57031,-0.78113,Marlow,United Kingdom,Modern British,level-6,2
Ledbury,2019,51.51674,-0.20007,North Kensington,United Kingdom,Modern cuisine,level-6,2
CORE by Clare Smyth,2019,51.51261,-0.2030516,North Kensington,United Kingdom,Modern British,level-6,2
Le Gavroche,2019,51.51127,-0.15517,Mayfair,United Kingdom,French,level-6,2
Kitchen Table at Bubbledogs,2019,51.52041,-0.13647,Bloomsbury,United Kingdom,Modern cuisine,level-6,2
Hélène Darroze at The Connaught,2019,51.5101,-0.1495701,Mayfair,United Kingdom,Modern cuisine,level-6,2
Dinner by Heston Blumenthal,2019,51.50208,-0.16011,Hyde Park,United Kingdom,Traditional British,level-6,2
Umu,2019,51.5113,-0.14455,Mayfair,United Kingdom,Japanese,level-6,2
Sketch (The Lecture Room & Library),2019,51.51287,-0.14136,Mayfair,United Kingdom,Modern French,level-6,2
Greenhouse,2019,51.50769,-0.14926,Mayfair,United Kingdom,Creative,level-6,2
Claude Bosi at Bibendum,2019,51.49341,-0.1690893,Chelsea,United Kingdom,French,level-6,2
Amador,2019,48.25406,16.35915,Wien,Austria,Creative,level-5,3
Manresa,2019,37.22761,-121.98071,South San Francisco,California,Contemporary,level-4,3
